"n1" "n2" "spearman_rho" "spearman_p" "pearson_r" "pearson_p"
"A" "juivv" "-0.308424684750624" "0.385920269180761" "-0.290124489341636" "0.416128549582395"
"A" "qddnn" "0.196270253932215" "0.586819140699989" "0.0975392188410909" "0.788651349900711"
"A" "anotf" "-0.287505615398889" "0.420540002078211" "-0.393533593086396" "0.260533301154774"
"A" "ctslf" "0.169903214791581" "0.638881010530087" "0.245769576155712" "0.493692825442148"
"A" "srwvc" "0.159875393695947" "0.659075402500995" "0.212448739547155" "0.555681871808085"
"A" "owuxk" "0.226033275361822" "0.53004909024074" "0.417537578036134" "0.229905303285777"
"A" "nlmjw" "0.376177396931639" "0.284004525371741" "0.369118906101948" "0.293864343891845"
"A" "hjqmr" "-0.190039452220082" "0.59897958105707" "-0.0422200330920749" "0.907808129638707"
"A" "nnoke" "0.688277260668831" "0.0277747655854269" "0.692070149460741" "0.0265833181572046"
"A" "gaeaz" "0.214302249953174" "0.55215628958226" "0.409181977335788" "0.240323626483546"
"A" "simay" "-0.0869632318650559" "0.81120006384033" "-0.0711023759786751" "0.845247492200314"
"A" "hlqlr" "0.613207547169811" "0.0593929719756416" "0.66263690169619" "0.0367987353950427"
"A" "fyzsw" "-0.583441228152222" "0.0766306459203755" "-0.616315634427937" "0.0577563150589379"
"A" "puiwz" "0.761006289308176" "0.010573528193828" "0.638871919019068" "0.0467649864912396"
"B" "C" "0.904194887877261" "0.000327874933177468" "0.869435171898259" "0.00108283624513206"
"B" "D" "0.84444869967663" "0.00211356137081536" "0.857471999444655" "0.00151459901572082"
"B" "E" "0.819414051659004" "0.0037184289461909" "0.875299880316607" "0.000907676326909579"
"B" "F" "0.894189478426365" "0.000481787312447146" "0.856431436748759" "0.0015572638968071"
"B" "G" "0.838107908350844" "0.00245989004292558" "0.809201991862146" "0.00457311145381345"
"B" "H" "0.978099680092408" "9.80212923401905e-07" "0.928618771729531" "0.000104140374080464"
"B" "I" "0.772874508037849" "0.00875978707339681" "0.795772526685463" "0.00589974671665039"
"B" "J" "0.911967722335763" "0.000236000410844612" "0.881880521463978" "0.000736780276205273"
"B" "gpvra" "0.406942087905643" "0.24316068612657" "0.43440517299741" "0.209669053969182"
"B" "zvfyb" "0.115634034261841" "0.750405746815489" "0.0486597840917861" "0.893808398133685"
"B" "aoxmh" "0.0762409064001741" "0.834189061505479" "0.183947121388034" "0.610956776962405"
"B" "yehmh" "-0.253225939870655" "0.480242498418277" "-0.443970183164154" "0.19866790886596"
"B" "jvcic" "0.107937051838366" "0.766619328088225" "0.0376455698194425" "0.917766921877864"
"B" "btsxj" "-0.0124625711278936" "0.972742359459693" "-0.0657645171907978" "0.856760695654157"
"B" "uzeqx" "-0.22013013987415" "0.541128589147255" "-0.0323299138474681" "0.929352187069149"
"B" "yskuq" "0.0968825692464076" "0.790047432001596" "0.0985541931512656" "0.786494511582886"
"B" "vtlal" "-0.447282625923384" "0.194938222976299" "-0.383241745163032" "0.274318036865062"
"B" "uaeem" "-0.273890906196685" "0.44382176430638" "-0.376941059634719" "0.282948632334203"
"B" "urajm" "-0.312304393043866" "0.379657285975671" "-0.270386427176076" "0.449907594806425"
"B" "qtfvk" "0.379327119523017" "0.279663190074153" "0.407440372403074" "0.242527941231681"
"B" "uktdb" "0.0441642576021628" "0.9035789007678" "0" "1"
"B" "cahkb" "-0.296531443900236" "0.405428731723633" "-0.270070609128839" "0.450457884321606"
"B" "tximj" "-0.0880520559496598" "0.808872560490518" "-0.0417310339088392" "0.90887217106177"
"B" "ckrpu" "0.0436189989476276" "0.904764773830058" "0.0504279317388775" "0.889968990083787"
"B" "fougb" "0.299101707069446" "0.401173562421802" "0.291705158081223" "0.4134765300269"
"B" "lmmfv" "0.171888429308143" "0.634907840086029" "0.294435687112241" "0.408914172677229"
"B" "reerp" "0.167730984721269" "0.643237963656021" "0.148800561460576" "0.681610650528328"
"B" "hctpv" "0.47651010055784" "0.163814116372417" "0.436155404662718" "0.207630357485047"
"B" "iqnpj" "0.167193260922473" "0.644318023184619" "0.361365374887974" "0.304902537905381"
"B" "zfegf" "0.56742321184848" "0.0871173226244277" "0.589569583178994" "0.0728459326962847"
"B" "matgd" "0.681303228894092" "0.0300598046403938" "0.600527443648911" "0.0663859912253089"
"B" "iebld" "0.600640810228037" "0.0663211957644118" "0.677142750659308" "0.0314822467478044"
"B" "djota" "-0.0716597839853882" "0.844046705876415" "-0.0894404831158631" "0.80590657544106"
"B" "lgvzk" "-0.608801351951272" "0.0617651133521143" "-0.669814390891424" "0.0340978696728878"
"B" "jelgm" "-0.46734641729601" "0.173227777433819" "-0.377324963889728" "0.282418621691699"
"B" "etzbl" "0.333373777671154" "0.346531373209036" "0.365774809696093" "0.298598567301276"
"B" "pufan" "0.30221734985142" "0.396044335784801" "0.195681768857081" "0.58796375167906"
"B" "kdbhd" "-0.188682977034985" "0.601638978159373" "-0.318952949244932" "0.369041605370161"
"B" "qusnn" "0.789323787263022" "0.00662527970981661" "0.745170164525838" "0.0133847839301224"
"B" "hapfq" "0.0914831050330515" "0.801547144424841" "0.129420213664497" "0.721587739429118"
"B" "hvffs" "0.0377365954069971" "0.917568650814198" "0.0433369294846442" "0.905378308218704"
"B" "vdvms" "-0.250794789767284" "0.48461036987106" "-0.303841172491763" "0.393383656014159"
"B" "kgcrf" "-0.0593796392155402" "0.870564066099205" "0.136911431211676" "0.706057319574623"
"B" "rfyjm" "0.83759660848521" "0.00248948986113971" "0.786694570288391" "0.00693849711545802"
"B" "zbbvn" "0.523427987371531" "0.120499930363002" "0.564850464457311" "0.0888829277945029"
"B" "aubmy" "-0.0754731908139941" "0.835839614722761" "-0.0702463230314095" "0.84709218723179"
"B" "uedqa" "-0.175013673477382" "0.628670036061805" "-0.318934243972697" "0.369071263243626"
"B" "xppru" "-0.237518556862161" "0.508760990933716" "-0.0855807841931201" "0.814157144117649"
"B" "wvuba" "-0.55347006596929" "0.0969671225757505" "-0.576737123614368" "0.080914280422663"
"B" "mtosw" "0.173091148772346" "0.632504808103345" "0.170867651381213" "0.636949765054006"
"B" "aevfe" "0.356277835293241" "0.312262549787276" "0.377842473380013" "0.281705007946856"
"B" "myyye" "-0.250019533539116" "0.486006815135954" "-0.131101532101941" "0.718093916812738"
"B" "gwcxo" "0.321900149431612" "0.364383502422004" "0.346754312575528" "0.326287524189553"
"B" "rhvty" "0.634424566355508" "0.0488109774265625" "0.680044666128884" "0.0304853806985395"
"B" "gnywd" "0.0946376948617774" "0.79482423150595" "0.0686271496719016" "0.850583141322343"
"B" "lbglu" "0.585910879218951" "0.0750904812947293" "0.53049686374445" "0.114672535379847"
"B" "cwzfx" "-0.582625200229026" "0.0771440125851024" "-0.381944610697714" "0.276082979092465"
"B" "zyqar" "-0.490663334570516" "0.149890852863387" "-0.433160060311286" "0.21112637835417"
"B" "luwtc" "-0.329113924050633" "0.353106707310005" "-0.350125881488983" "0.321285595467924"
"B" "hozbu" "0.128135010938797" "0.724261556994095" "0.253237014142" "0.480222641350575"
"B" "uuqrl" "-0.130996432519321" "0.7183121793404" "-0.159645625257057" "0.659540509256413"
"B" "vajxn" "0.495270603109969" "0.145519138190599" "0.524709031135319" "0.11943048414679"
"B" "fmdso" "0.136669691254367" "0.706556993187199" "0.0885739940006682" "0.807757327203555"
"B" "mytri" "0.0747754267673616" "0.837340276209359" "0.0992733048645449" "0.784967176664729"
"B" "vqsmg" "-0.11875927843108" "0.743847137072316" "-0.134663800572686" "0.710707023845311"
"B" "xlnud" "0.146886475954231" "0.685529108017661" "0.00564409945083865" "0.987653925751098"
"B" "ticit" "0.245287870145481" "0.494567244229983" "0.269456113203765" "0.451529468446649"
"B" "mtwtj" "0.131260255108036" "0.717764328190289" "0.106844468802152" "0.768927611926643"
"B" "pvakm" "0.100630921085326" "0.782085514456214" "-0.110409630817184" "0.761401671650598"
"B" "ayjih" "0.50645187974131" "0.135235871107376" "0.56385498195026" "0.0895722001969823"
"B" "jnrvi" "-0.0190477150302999" "0.958348237467116" "-0.163544480152981" "0.651662628929317"
"B" "zahna" "-0.112508790092602" "0.756978786221619" "-0.196328142225447" "0.586706591750356"
"B" "bdlhn" "-0.127741354060909" "0.725081084623573" "-0.149319184707887" "0.680550115537724"
"B" "mxqgd" "0.333418898119071" "0.346462062183695" "0.280355345858753" "0.432695049169969"
"B" "wqffo" "0.118394425714989" "0.744612057871427" "0.0346859056366642" "0.924215802172227"
"B" "xfnrd" "0.141956542292666" "0.695652458676543" "0.0402960546754649" "0.911995372641995"
"B" "degdc" "0.237341772151899" "0.509085923860188" "0.126846776016105" "0.726944379820524"
"B" "tmylp" "-0.230042515643685" "0.522577174595501" "-0.236230915776528" "0.511129676386413"
"B" "ehlvl" "0.468354430379747" "0.172176878824259" "0.39353177335149" "0.260535704022519"
"B" "clkfi" "-0.149550853534723" "0.680076537642209" "-0.198412491840286" "0.58265944147519"
"B" "lvuhd" "0.214322924921621" "0.552117012990564" "0.230828314802267" "0.521117784970034"
"B" "gwxri" "0.220821288010814" "0.539826635459801" "0.249630996108835" "0.486707327995076"
"B" "rmszd" "0.350992616175989" "0.320006232630355" "0.408329539502504" "0.241401129871092"
"B" "ljnwf" "-0.112857655395278" "0.756244345877593" "-0.073796216380491" "0.839447032257158"
"B" "juivv" "-0.528166264601383" "0.116573903816251" "-0.48469460621276" "0.155671618416309"
"B" "qddnn" "0.11875927843108" "0.743847137072317" "-0.015901084888526" "0.965225170320029"
"B" "anotf" "-0.307223617464923" "0.387869272973499" "-0.365225944051369" "0.299379446175046"
"B" "ctslf" "0.398765365217521" "0.253675576035921" "0.465282170056797" "0.175391730106491"
"B" "srwvc" "-0.194972409602818" "0.589344557730425" "-0.0950244719526975" "0.794000778079139"
"B" "owuxk" "0.422433591149862" "0.223921761199581" "0.470288065480825" "0.170171631132569"
"B" "nlmjw" "0.163525246763654" "0.651701415878412" "0.169506134453256" "0.639676716991055"
"B" "hjqmr" "-0.00937573250771687" "0.979492387911272" "-0.026643152126777" "0.941759458948481"
"B" "nnoke" "0.425886229658726" "0.219756128841076" "0.46245465376041" "0.178381746652351"
"B" "gaeaz" "0.445536917822196" "0.196898687442741" "0.527700944023707" "0.116955868353779"
"B" "simay" "-0.249251422557872" "0.487392099401168" "-0.203554278922718" "0.572720546735676"
"B" "hlqlr" "0.435333396364176" "0.208586413381288" "0.531698735592905" "0.113699649369532"
"B" "fyzsw" "-0.633522394740739" "0.0492331695601779" "-0.574133144308739" "0.0826188722626958"
"B" "puiwz" "0.684545992833523" "0.0289819745000491" "0.554165316809166" "0.0964603339412189"
"C" "D" "0.858992007742279" "0.00145380817792092" "0.799551197061603" "0.00550194203346699"
"C" "E" "0.73608202160438" "0.015214548398308" "0.748492202899422" "0.0127562233994087"
"C" "F" "0.852471059208491" "0.0017276437811254" "0.791107034563626" "0.00641864586795982"
"C" "G" "0.729790722274428" "0.0165788623506828" "0.786556357279185" "0.00695524752165166"
"C" "H" "0.902061354030636" "0.000357122490942422" "0.858694751769186" "0.0014655547508029"
"C" "I" "0.697508826899821" "0.0249366576198671" "0.65949787399734" "0.0380240540368031"
"C" "J" "0.885825885826329" "0.000646352754070077" "0.819959602125901" "0.00367627327355691"
"C" "gpvra" "0.353531871168403" "0.31627343509097" "0.360601525581255" "0.306001671726916"
"C" "zvfyb" "0.183009924368499" "0.612806739169153" "0.0510553533871292" "0.888607079358524"
"C" "aoxmh" "-0.184071096206823" "0.610712207288033" "-0.191653348628374" "0.595821061111027"
"C" "yehmh" "-0.258901032151475" "0.470113635441452" "-0.472795921740225" "0.167591746680164"
"C" "jvcic" "-0.108976597997155" "0.764424627848381" "-0.241781135985674" "0.50095268287164"
"C" "btsxj" "-0.0125825986599039" "0.972479922735246" "0.0221965020489945" "0.951469066927974"
"C" "uzeqx" "0.0698500698501048" "0.847946293969794" "0.22408779850721" "0.533690334159642"
"C" "yskuq" "0.00631068704718961" "0.986195921837282" "-0.0250681487394315" "0.945197871607856"
"C" "vtlal" "-0.332420728173314" "0.347997027921609" "-0.3727449623229" "0.288776631037579"
"C" "uaeem" "-0.205788845180349" "0.568421359687078" "-0.422992770903823" "0.22324407836562"
"C" "urajm" "-0.42041627922729" "0.226376311695601" "-0.368184629519672" "0.295182932376662"
"C" "qtfvk" "0.278531225104196" "0.435821625345357" "0.256837382861711" "0.473785878447014"
"C" "uktdb" "-0.0573294926219031" "0.875003098387735" "-0.0254740901056334" "0.944311575122139"
"C" "cahkb" "-0.385381589291682" "0.271419929761754" "-0.371494774806573" "0.290525388295664"
"C" "tximj" "-0.20637520637531" "0.567295275941127" "-0.187652117057765" "0.603662835616384"
"C" "ckrpu" "-0.166719432243727" "0.645270241418801" "-0.105821097383168" "0.771091157564824"
"C" "fougb" "-0.00943694899492795" "0.979358512387529" "-0.0445187042196119" "0.902808113244232"
"C" "lmmfv" "0.435437406256083" "0.208465302102276" "0.478562276731053" "0.161748993803348"
"C" "reerp" "0.206978943956969" "0.566136713520568" "0.121494539260739" "0.738119073473112"
"C" "hctpv" "0.272200969988192" "0.446751788963233" "0.353114108146194" "0.316885989531805"
"C" "iqnpj" "0.146508703367086" "0.686303274035058" "0.322752415020181" "0.363041971195632"
"C" "zfegf" "0.544401939976384" "0.103732465096719" "0.567196292159028" "0.0872721387086495"
"C" "matgd" "0.631068704718961" "0.050393716255408" "0.487950036474267" "0.152502285208014"
"C" "iebld" "0.603250603250905" "0.0648409769520095" "0.68342905793672" "0.0293501932103397"
"C" "djota" "0.0125825986599039" "0.972479922735246" "-0.00639843590156281" "0.986003994470929"
"C" "lgvzk" "-0.551943850551917" "0.0980855533253372" "-0.591876973307432" "0.071453080126973"
"C" "jelgm" "-0.490721347736253" "0.149835316260784" "-0.417148746248479" "0.230384345076082"
"C" "etzbl" "0.531614793380941" "0.113767429997328" "0.470018074519018" "0.170450780225822"
"C" "pufan" "0.364895361137214" "0.299850294499577" "0.335970615055249" "0.342553753432686"
"C" "kdbhd" "-0.317500317500476" "0.371348319588373" "-0.49111754515592" "0.149456366382658"
"C" "qusnn" "0.679450679451019" "0.0306876518594323" "0.601648316665988" "0.0657471661571076"
"C" "hapfq" "0.226132998675285" "0.529862715330139" "0.335070425560381" "0.343929943346269"
"C" "hvffs" "0.0317500317500476" "0.93061677651104" "0.0281090050733603" "0.938560111391893"
"C" "vdvms" "-0.227889184176161" "0.526584907975984" "-0.257120402269606" "0.473281505619299"
"C" "kgcrf" "-0.0820389316134649" "0.821742803610885" "0.113180140174692" "0.75556559877594"
"C" "rfyjm" "0.807078127191682" "0.00476708086264079" "0.696933611871048" "0.0251074113289604"
"C" "zbbvn" "0.207612877888415" "0.564921181211826" "0.134695138968045" "0.710642134195384"
"C" "aubmy" "-0.0666750666751" "0.854794957173862" "0.0791867807307239" "0.827861027457146"
"C" "uedqa" "0.119903053896603" "0.74145049944774" "-0.0365057118795596" "0.920250091977677"
"C" "xppru" "-0.176699237321309" "0.62531448000929" "-0.013814463205893" "0.96978662807882"
"C" "wvuba" "-0.4000504000506" "0.252006659023336" "-0.379689702025198" "0.279165755860288"
"C" "mtosw" "0.307444975679877" "0.387509710201651" "0.262943464441887" "0.462956738250875"
"C" "aevfe" "0.32184503940667" "0.364470334731792" "0.332274598908086" "0.348222031318342"
"C" "myyye" "-0.340777100548239" "0.335253387406469" "-0.207083989590122" "0.565935225281313"
"C" "gwcxo" "0.280825573599938" "0.431890753638284" "0.383670390522942" "0.273736155589011"
"C" "rhvty" "0.492233589680789" "0.148392037826051" "0.407213156310653" "0.242816356292299"
"C" "gnywd" "0.369456730230042" "0.293388333304798" "0.304024202294871" "0.393084299227427"
"C" "lbglu" "0.441214168312869" "0.201802489800229" "0.414297733636449" "0.233914046303398"
"C" "cwzfx" "-0.717208123614524" "0.0195584924269438" "-0.581880115138561" "0.0776146891973961"
"C" "zyqar" "-0.533253055487522" "0.112449155236464" "-0.572532999637986" "0.0836777276884405"
"C" "luwtc" "-0.351453843344518" "0.319326512527743" "-0.330541000034694" "0.350896969195565"
"C" "hozbu" "0.0694175575190857" "0.84887871843375" "0.262553481027177" "0.463645060464371"
"C" "uuqrl" "-0.0774193548387097" "0.831656587710332" "0.0634489156355734" "0.861762902731059"
"C" "vajxn" "0.168803506053381" "0.641085519447345" "0.164447304422434" "0.649842799084412"
"C" "fmdso" "0.260291702248916" "0.467646052045979" "0.266975700606252" "0.455866573848335"
"C" "mytri" "0.195030279228511" "0.589231866691829" "0.135273542654909" "0.709444785631908"
"C" "vqsmg" "-0.201941985510067" "0.57583013298363" "-0.320265114023253" "0.366964073081043"
"C" "xlnud" "0.252427481887584" "0.481675138512525" "0.00753704515303759" "0.983513650289897"
"C" "ticit" "0.396875396875595" "0.256141244837154" "0.486984753557674" "0.153437926919141"
"C" "mtwtj" "0.0189320611415688" "0.958600956746831" "0.0870894677770152" "0.810930149520018"
"C" "pvakm" "0.0444500444500667" "0.902957416619171" "-0.127615574675413" "0.725342989250958"
"C" "ayjih" "0.566346007831352" "0.0878538147110032" "0.545654015145634" "0.102781111969077"
"C" "jnrvi" "-0.128207762349594" "0.724110128334501" "-0.30159285836567" "0.397069883644095"
"C" "zahna" "0.0757282445662753" "0.835291196571046" "0.0535048235936752" "0.883292686563912"
"C" "bdlhn" "-0.0125825986599039" "0.972479922735246" "0.0658113552463535" "0.85665956199226"
"C" "mxqgd" "0.245118982396039" "0.494873974678006" "0.13974638628353" "0.700205090921905"
"C" "wqffo" "0.207612877888415" "0.564921181211826" "0.0749927224586107" "0.836872893622081"
"C" "xfnrd" "0.299387350358827" "0.400701994490847" "0.203712097535968" "0.572416508500474"
"C" "degdc" "0.242822655401667" "0.499052543818005" "0.173422346508594" "0.631843617657376"
"C" "tmylp" "-0.2" "0.579584" "-0.405590395733142" "0.244881776567738"
"C" "ehlvl" "0.504815520440308" "0.136712024304978" "0.396818495454135" "0.25621568378713"
"C" "clkfi" "0.0188738979898559" "0.958728052301317" "0.0653790110053806" "0.857593159474267"
"C" "lvuhd" "-0.0344964906594948" "0.92462866185438" "-0.0777087340200261" "0.831034927200533"
"C" "gwxri" "0.0159248590616398" "0.965173203813645" "0.128212869826959" "0.724099497682818"
"C" "rmszd" "0.27283588067055" "0.445649948044959" "0.195922074629781" "0.587496254393169"
"C" "ljnwf" "0.0221558929060156" "0.95155776843351" "-0.0703902519066612" "0.846781990160505"
"C" "juivv" "-0.732039697473995" "0.0160817760533788" "-0.8083216356696" "0.00465281471143204"
"C" "qddnn" "-0.0347087787595429" "0.924165947710549" "-0.091003151038658" "0.80257103922426"
"C" "anotf" "-0.278531225104196" "0.435821625345357" "-0.223689847728269" "0.534436396513439"
"C" "ctslf" "0.259745735968842" "0.468614122688586" "0.272859549700752" "0.445608896076492"
"C" "srwvc" "-0.00635000635000952" "0.98610992120221" "0.0734650889265917" "0.840159656307737"
"C" "owuxk" "0.188162676324517" "0.602660164224137" "0.314794776433257" "0.375663536833425"
"C" "nlmjw" "0.165100165100248" "0.648527859901193" "0.135813558944418" "0.708327419165205"
"C" "hjqmr" "0.00946603057078441" "0.979294913487397" "-0.0355788629076919" "0.922269682550857"
"C" "nnoke" "0.2996885763328" "0.400204988992636" "0.237287127217137" "0.5091863796061"
"C" "gaeaz" "0.169865081908703" "0.638957410359993" "0.19708462353845" "0.585236542169945"
"C" "simay" "-0.283108469847838" "0.427995842380808" "-0.379689702025198" "0.279165755860288"
"C" "hlqlr" "0.210208139613645" "0.559955396316165" "0.210006643172356" "0.560340334797849"
"C" "fyzsw" "-0.500010541740021" "0.141103552993859" "-0.713691811951536" "0.0204531447498096"
