"n1" "n2" "mean" "sd" "lo95" "hi95" "lo999" "hi999" "lo9999" "hi9999"
"A" "uzeqx" "0.969178140947746" "0.0385357201653033" "0.886419259056969" "1.040800304562" "0.840409806067468" "1.07479085686551" "0.825679500761763" "1.08415962077188"
"A" "yskuq" "1.04335802738986" "0.0438442609053816" "0.958943567223846" "1.13149446213676" "0.904179897979516" "1.17526622416418" "0.877626282878151" "1.19349525897515"
"A" "vtlal" "0.964954668603612" "0.0295365321983838" "0.91008857002341" "1.02330512391107" "0.867191636588711" "1.0522068294827" "0.848332995572241" "1.05890266284447"
"A" "uaeem" "0.956006751199496" "0.0525437714159658" "0.850916174017835" "1.0613531796562" "0.792591807875116" "1.11733151407574" "0.756714944619889" "1.15930264994873"
"A" "urajm" "0.967443403739472" "0.0409886376416298" "0.878054829751688" "1.04261450009463" "0.841719239883504" "1.08326591012094" "0.808861861154413" "1.10473996716456"
"A" "qtfvk" "1.07906495195015" "0.0454460692035441" "0.996655589020901" "1.1757778044799" "0.964995172166116" "1.24040583841048" "0.954612173384744" "1.25185227402555"
"A" "uktdb" "0.989690862569425" "0.0306784296352955" "0.930771170625078" "1.05089981933925" "0.891586394648326" "1.0954354658265" "0.873846981726712" "1.12906978709434"
"A" "cahkb" "0.9835593490661" "0.0373545820850476" "0.912891424030207" "1.0565042720617" "0.871947723161782" "1.10257179040076" "0.860509489432689" "1.12210521769783"
"A" "tximj" "1.01987239870518" "0.0300307880455979" "0.96364401127732" "1.07917785206176" "0.932171905415814" "1.11768563280873" "0.916958665283917" "1.13318642207326"
"A" "ckrpu" "1.00224197983378" "0.0262849968813781" "0.951765833966501" "1.05510815877865" "0.92535316447105" "1.09886241531975" "0.910016498090886" "1.11240393485648"
"A" "fougb" "1.02435062122777" "0.0297979731099082" "0.9681788594845" "1.08361551435481" "0.939088954443871" "1.1183776207342" "0.935539531447836" "1.13811714667173"
"A" "lmmfv" "1.01601748168128" "0.0302447097447494" "0.960182152195957" "1.07488035385829" "0.931579410591259" "1.11776032150114" "0.926836770805744" "1.12675118084887"
"A" "reerp" "1.00397580557625" "0.0282211306453294" "0.951677037961595" "1.05995879675573" "0.925206022134053" "1.08926389199313" "0.916243824341043" "1.11498019970195"
"A" "hctpv" "1.02943606280531" "0.0271013333832118" "0.979107976291581" "1.08311581787389" "0.945159215426593" "1.11816992380585" "0.937975129341123" "1.12717755068942"
"A" "iqnpj" "1.03064288462536" "0.0400625936491857" "0.953826116337187" "1.11433982803458" "0.91851028557383" "1.16060069858873" "0.913932770913709" "1.19644404847817"
"A" "zfegf" "1.02903770187915" "0.0310643755538112" "0.969739066383254" "1.0922512197762" "0.932718179973417" "1.12622705808507" "0.922568910021634" "1.13505898623849"
"A" "matgd" "1.08283716084419" "0.0397336383825769" "1.00832231442877" "1.15983904918864" "0.967548529156934" "1.20514641746253" "0.954720084347235" "1.21996155474134"
"A" "iebld" "1.06186527074688" "0.0318814418854367" "1.00283481942351" "1.12960139264169" "0.974454920630547" "1.16332918944728" "0.944523786450254" "1.17857999137348"
"A" "djota" "0.993789492790558" "0.0264784365020023" "0.939851918276171" "1.04409470513587" "0.918968728954621" "1.07337077424039" "0.911669489500966" "1.09552340567304"
"A" "lgvzk" "0.950624824144092" "0.0282600003732803" "0.893744412409273" "1.00505758299603" "0.851196248595761" "1.03059481305035" "0.832644314510603" "1.03572380339547"
"A" "jelgm" "0.981844713447308" "0.0248670708393629" "0.932462568515718" "1.0315744209804" "0.898118413308805" "1.06122508814332" "0.891853298828964" "1.06848763056604"
"A" "etzbl" "1.03537699172206" "0.0348559516191085" "0.970697278891914" "1.1070612978823" "0.929520811822178" "1.15007755363229" "0.909343985383598" "1.17827028552523"
"A" "pufan" "0.992834401585898" "0.0317478132225457" "0.930587066170139" "1.05711074013401" "0.903574891156425" "1.09199631833431" "0.895120669153609" "1.10222496641459"
"A" "kdbhd" "0.981572401131632" "0.0263851712100534" "0.929529259477145" "1.03368397707157" "0.905881907673297" "1.06012411724638" "0.895987089159912" "1.07018253715846"
"A" "qusnn" "1.09926543802497" "0.0406940440092724" "1.02330698931012" "1.18173143024092" "0.988234562357224" "1.21799641991645" "0.981472626271664" "1.24774360529853"
"A" "hapfq" "1.00698349671501" "0.0287600791586262" "0.951605100503733" "1.06411995922318" "0.914693163327511" "1.09873751317" "0.905040667955513" "1.11407636760574"
"A" "hvffs" "1.01307526075983" "0.0444011258288171" "0.931209858207908" "1.10432913173631" "0.88842815815719" "1.15366222417914" "0.880022076551707" "1.16686596663422"
"A" "vdvms" "0.970058532107677" "0.0377815722127247" "0.898915497820366" "1.04785001369565" "0.8579501565" "1.09529380993588" "0.845519239034192" "1.11774923097438"
"A" "kgcrf" "0.993062607160462" "0.0316179604061006" "0.932813386222855" "1.05507813307206" "0.893863639583879" "1.09087854211213" "0.883148202004722" "1.11084333318925"
"A" "rfyjm" "1.07428744862776" "0.0611710462393549" "0.975197251546302" "1.21900395476904" "0.933783500501634" "1.30275518597566" "0.918724305906449" "1.32497330588057"
"A" "zbbvn" "1.05016884819534" "0.0271489271526436" "0.99603268663896" "1.10412467106418" "0.963479609157929" "1.13342273806239" "0.952485161255052" "1.14922941854616"
"A" "aubmy" "0.975343795689988" "0.0289906765434361" "0.919511468407305" "1.03256813249803" "0.889837361840822" "1.07948839723581" "0.87356464884944" "1.09307220870355"
"A" "uedqa" "0.985119428665562" "0.0373783243357321" "0.913830764641128" "1.0619680186107" "0.869375567054734" "1.09882835052237" "0.85486866568034" "1.1245340360789"
"A" "xppru" "0.993782595382745" "0.0287041805730376" "0.93835810406807" "1.05054181581924" "0.911932560179196" "1.08354057602566" "0.90690569920764" "1.10417113700879"
"A" "wvuba" "0.934610667978492" "0.0290129299430966" "0.878783819120017" "0.994738730254191" "0.852346461241228" "1.02835188977016" "0.841969592301722" "1.03518967248398"
"A" "mtosw" "1.05636828200945" "0.0597556432613969" "0.965798535561708" "1.19259934671047" "0.911774418694821" "1.2682018665576" "0.886527512530825" "1.27899704030507"
"A" "aevfe" "1.02482486403053" "0.0419862444413213" "0.953566063170537" "1.1212849658066" "0.901387880059331" "1.18748295690286" "0.886496701046608" "1.23514249505051"
"A" "myyye" "0.971745622730738" "0.0277560748221756" "0.918418593665457" "1.02771542922557" "0.896208275942926" "1.05474001542057" "0.883361760697035" "1.06110336561456"
"A" "gwcxo" "1.01202723641545" "0.0342986395134004" "0.946313718798129" "1.08355422525995" "0.911211743374537" "1.11866438831673" "0.893804276574247" "1.13010348076258"
"A" "rhvty" "1.08277669707898" "0.0503630607543428" "0.986716861560336" "1.18383267268242" "0.931410388381204" "1.248231484628" "0.907510866393529" "1.2591159971363"
"A" "gnywd" "1.02222385810804" "0.0369683561000497" "0.953246159589876" "1.09730297576173" "0.917560433959037" "1.13915269250022" "0.891547788452191" "1.14355214167969"
"A" "lbglu" "1.06845831262097" "0.0416367332157728" "0.99470053018093" "1.15669889597189" "0.957761972779477" "1.19694827177207" "0.950069949370318" "1.21085426950019"
"A" "cwzfx" "0.981680923754248" "0.0272310306876463" "0.927991849583867" "1.03501500448471" "0.899198272776078" "1.05758010497969" "0.889591180631988" "1.07854475532591"
"A" "zyqar" "0.969382399255114" "0.0245051048665298" "0.922060001859771" "1.01831025185246" "0.895248911455405" "1.04254960814687" "0.888802427438469" "1.05012928685056"
"A" "luwtc" "0.943659065867933" "0.0403472993293053" "0.866804176896185" "1.02419307188016" "0.820045492161353" "1.08347764337273" "0.801270157876472" "1.09192436700283"
"A" "hozbu" "1.0047028308932" "0.0217461960924577" "0.963377821685148" "1.04806107675062" "0.941169121816766" "1.07552355063437" "0.934190991697465" "1.09194689041812"
"A" "uuqrl" "0.982385616993925" "0.0321785702328657" "0.920855964564605" "1.04395365681585" "0.886420870999962" "1.07795592920042" "0.877800384125319" "1.09751794025053"
"A" "vajxn" "1.05637179196591" "0.0463864843317593" "0.981531300637537" "1.1603341228008" "0.947514339087768" "1.23744937172855" "0.941201893477469" "1.25838207093358"
"A" "fmdso" "1.0016417425305" "0.0236320340884708" "0.957297889949314" "1.05007652444294" "0.932313375821476" "1.07415449695278" "0.925801127050109" "1.0769547955186"
"A" "mytri" "0.989019765286901" "0.034906331944788" "0.919039940919246" "1.05855347260752" "0.8847074611741" "1.10029823642434" "0.8757788687383" "1.12393155919857"
"A" "vqsmg" "1.00622463234483" "0.0405616661459302" "0.929476700217391" "1.08926478290081" "0.886889065673074" "1.13624625612915" "0.873785728919824" "1.15610009703757"
"A" "xlnud" "0.995686575540378" "0.0272845829268615" "0.946476240620722" "1.04921431540401" "0.923682235807741" "1.09567353555012" "0.904125014435105" "1.10235469414591"
"A" "ticit" "1.0410745569799" "0.0353534773960357" "0.973572456483004" "1.11187801296237" "0.933554524875912" "1.15405027038982" "0.923969663292238" "1.18220607491121"
"A" "mtwtj" "1.02410055186643" "0.0441088120458752" "0.949245207812205" "1.13094800666994" "0.908245917666097" "1.21901673033804" "0.90518323958283" "1.25811301349137"
"A" "pvakm" "1.0154670223125" "0.0306941489261137" "0.956995082498886" "1.07748606663452" "0.920656801023208" "1.12773665413951" "0.914350400256421" "1.1334285661111"
"A" "ayjih" "1.07205000978149" "0.0513797972583804" "0.97809238192001" "1.17802538641359" "0.924103622550422" "1.25298273870772" "0.899337508590814" "1.28522070352263"
"A" "jnrvi" "1.03373791460823" "0.0449919186010305" "0.946045260795813" "1.12352918823957" "0.911151963538332" "1.17540113719585" "0.877165040034386" "1.18173927784088"
"A" "zahna" "0.989751322046965" "0.0344416869071191" "0.924607885733023" "1.05865328226334" "0.897253062001754" "1.10178658387323" "0.888992473760421" "1.11544125840654"
"A" "bdlhn" "0.97629805658618" "0.0287972697005655" "0.917614216060632" "1.03267123613164" "0.88583334500528" "1.06708400481909" "0.872654434852093" "1.07246139016722"
"A" "mxqgd" "0.986726476704739" "0.0399100054345198" "0.904902422477317" "1.06382448801515" "0.862156990063205" "1.10478341189813" "0.85200368047081" "1.12284504006942"
"A" "wqffo" "1.02564940451103" "0.0303813126531664" "0.965317434645756" "1.08507932490871" "0.940017790748455" "1.11525528177434" "0.929296235552871" "1.12755962656597"
"A" "xfnrd" "0.998275490475507" "0.0251590233080015" "0.950593071164422" "1.04916459255364" "0.921802784453596" "1.08186078134813" "0.912590900259632" "1.09313735928433"
"A" "degdc" "1.04470162704685" "0.0511328030656342" "0.959188321685917" "1.15742811198808" "0.926860658841437" "1.25798698424484" "0.895064964525369" "1.32382304534094"
"A" "tmylp" "0.990707863246693" "0.0351741782393222" "0.922497703116407" "1.06200332839017" "0.868676550111691" "1.10460421869431" "0.862168501168588" "1.12890310929368"
"A" "ehlvl" "1.07132042074086" "0.0529517701277766" "0.982972247993291" "1.19009159202819" "0.91658061412483" "1.24908457246634" "0.891275573491485" "1.2869090996549"
"A" "clkfi" "0.974493408716149" "0.0371505083454966" "0.897214253737255" "1.04520331778688" "0.860707097145789" "1.14532263743062" "0.833424477198518" "1.16256718390691"
"A" "lvuhd" "1.02415367438828" "0.030940592092952" "0.963532112763991" "1.08483918052314" "0.935895326275968" "1.12905473121973" "0.915419582603209" "1.14357815514642"
"A" "gwxri" "1.00720120229641" "0.0422495632554158" "0.926602620159809" "1.09420769541903" "0.887786931745932" "1.14036707448262" "0.86112696291535" "1.14614695194404"
"A" "rmszd" "1.03401500213244" "0.0322147644341755" "0.970877730046584" "1.099193954599" "0.935481489571634" "1.12855160340954" "0.931219944154621" "1.14680832260552"
"A" "ljnwf" "1.00171743471373" "0.0399339250560386" "0.919408965055801" "1.08121444424455" "0.882523287292657" "1.13653637935382" "0.862016233595219" "1.16230291411967"
"A" "juivv" "0.967448794949391" "0.0354353675504582" "0.901176730522147" "1.0385715890288" "0.85818622571245" "1.08150418764034" "0.841796759057352" "1.08718805381872"
"A" "qddnn" "1.01133969461613" "0.036129307655955" "0.945501560238645" "1.08516508323335" "0.912341894704379" "1.13353771015329" "0.908758665334242" "1.14273400715359"
"A" "anotf" "0.963978375678664" "0.0270237561303171" "0.906852337228469" "1.01408876847563" "0.873638971174764" "1.0402399691404" "0.856578315541012" "1.04636210841275"
"A" "ctslf" "1.04667256316287" "0.0793194928340355" "0.917665519835654" "1.23298332531183" "0.813797641011677" "1.39734380866224" "0.811924031492223" "1.44597172750597"
"A" "srwvc" "1.01925135438398" "0.0266366346588736" "0.968888777360637" "1.07215151023424" "0.938324507309453" "1.10164467624475" "0.929916975913246" "1.11448438480231"
"A" "owuxk" "1.03867093361511" "0.0258636209648562" "0.99027769780113" "1.09119608648282" "0.966472310132456" "1.12419876694232" "0.957687811775554" "1.12891014980066"
"A" "nlmjw" "1.04219617178264" "0.0397103635195677" "0.969317510990368" "1.12266559082206" "0.934552951655014" "1.17197168273513" "0.929505077124629" "1.18617480664924"
"A" "hjqmr" "0.996033775235509" "0.0375335156821638" "0.919792696849481" "1.07328309286066" "0.881891649231072" "1.13791069996892" "0.866040717080087" "1.15837502325278"
"A" "nnoke" "1.08897801232707" "0.0438092489487456" "1.00712347654186" "1.17498928239605" "0.958157869863816" "1.22427453553284" "0.948137622817077" "1.25391309279562"
"A" "gaeaz" "1.03995899508146" "0.0345047912563712" "0.975260157954086" "1.10859147003544" "0.940881724511771" "1.14671077414334" "0.923383436061932" "1.15968251072319"
"A" "simay" "0.991670794233351" "0.0279676748277862" "0.937891087390131" "1.0467958195076" "0.905788982230802" "1.0830954753407" "0.8980259327065" "1.09020672282526"
"A" "hlqlr" "1.07880222728466" "0.0390097056776889" "1.00440400120864" "1.15910589474421" "0.949607832664566" "1.22051518780573" "0.939175503347685" "1.27895304326567"
"A" "fyzsw" "0.918030054511981" "0.0490101930176808" "0.815468595603007" "1.00584544186175" "0.759743464653869" "1.04369121368999" "0.721962054917828" "1.04963633103103"
"A" "puiwz" "1.0673735925751" "0.0338986681534397" "1.00140005827431" "1.13678992519623" "0.968065828407844" "1.17450239232679" "0.954365573262418" "1.19475056409138"
"B" "C" "1.1004036926066" "0.0501451981056719" "1.00926521422683" "1.20812309665099" "0.967159167671444" "1.26351970482206" "0.939421718990516" "1.2778497038341"
"B" "D" "1.09319954986558" "0.0447792591655178" "1.0053176118437" "1.1838842127237" "0.958113764285" "1.25618040132677" "0.944460509421777" "1.26101916537481"
"B" "E" "1.10629751661229" "0.0623599862368477" "1.00958834804688" "1.24300329954102" "0.97750833284381" "1.29827848340384" "0.964947984679315" "1.32010119904712"
"B" "F" "1.09190571632907" "0.0475476800264135" "1.00820403800956" "1.19495493816757" "0.969809097889363" "1.2519959884714" "0.932656711485721" "1.29534111707882"
"B" "G" "1.08939388919289" "0.0473803072484664" "1.00395304157501" "1.18791643894826" "0.967583228383605" "1.26000261441777" "0.956406035136949" "1.28224231075698"
"B" "H" "1.11025896744241" "0.0583793532284431" "1.01849030429839" "1.23928892035175" "0.969218131894245" "1.2978957796903" "0.963304074765664" "1.32226051713826"
"B" "I" "1.09341835851023" "0.0551492974761146" "1.00452854990982" "1.21366563624344" "0.978987750263433" "1.26432974952138" "0.944714152734348" "1.28249479745537"
"B" "J" "1.09843095381223" "0.0464579725490998" "1.01599028286853" "1.19513791530705" "0.974040277608042" "1.25866219085084" "0.954185626263766" "1.29418456765876"
"B" "gpvra" "1.0631174718932" "0.0537500324959472" "0.979431756027792" "1.18307760146887" "0.945377874187004" "1.24806858765355" "0.930556417549783" "1.29885962831069"
"B" "zvfyb" "1.00367493056828" "0.03255203800513" "0.941210987087755" "1.06841655228455" "0.909139491020502" "1.1123548552135" "0.894829933685968" "1.15210711893328"
"B" "aoxmh" "1.0268092178024" "0.0587343450012335" "0.925683701244029" "1.1582090060015" "0.867198686741238" "1.2660664224448" "0.852934844078051" "1.30517573716591"
"B" "yehmh" "0.938877639158964" "0.0451106542692284" "0.84291257852573" "1.01609457965885" "0.804139534384213" "1.04780728476489" "0.793354158784235" "1.05983550245368"
"B" "jvcic" "1.0048900712186" "0.0595650179164897" "0.889723916873528" "1.12232702353535" "0.825416989946016" "1.19085385185524" "0.800707398126121" "1.20730801493311"
"B" "btsxj" "0.991398678531458" "0.0370529489825908" "0.917140001366754" "1.06671026896997" "0.869381509187704" "1.10949791384588" "0.854263778270325" "1.1495063509566"
"B" "uzeqx" "0.996125023021705" "0.0444633950338738" "0.904128141221079" "1.08759546586929" "0.847478968751618" "1.18431940085267" "0.820217985698605" "1.20838747961631"
"B" "yskuq" "1.01602670067709" "0.0502012583480955" "0.921997920437148" "1.11996138295406" "0.860422833135638" "1.18346264054473" "0.816936803734818" "1.21209654113047"
"B" "vtlal" "0.965270942575036" "0.0341782054574985" "0.900104448399473" "1.03479896897886" "0.858604667231968" "1.07746707260249" "0.842555348750359" "1.09649957506112"
"B" "uaeem" "0.937296993178071" "0.0606792015323766" "0.825267419818715" "1.05827998148329" "0.755919328669113" "1.15014184516967" "0.730536042115797" "1.17120707896686"
"B" "urajm" "0.976603480898351" "0.0399949564218301" "0.89711314664084" "1.05330282482573" "0.860777026792403" "1.10306466214654" "0.848861886321084" "1.1085364002808"
"B" "qtfvk" "1.0457480018621" "0.0476121264840726" "0.957906674973111" "1.14103758841041" "0.910894276516775" "1.22157465211941" "0.898019784095736" "1.24588855425637"
"B" "uktdb" "1.00412597122771" "0.0365760637275404" "0.937503388735563" "1.0790438935498" "0.90732643013636" "1.14811873961774" "0.900238129623624" "1.15728217195517"
"B" "cahkb" "0.963549707119183" "0.0444810510428859" "0.869909488928907" "1.04825275868149" "0.813150638525846" "1.09961179418324" "0.782996746729582" "1.12277485959672"
"B" "tximj" "0.998476968282104" "0.0329218996592992" "0.934804667675839" "1.06521943961478" "0.894607237547087" "1.10155969986668" "0.870082458287622" "1.11431284504692"
"B" "ckrpu" "1.00317796738985" "0.0312029869282824" "0.942413901843773" "1.06572689071452" "0.909888857177946" "1.09814508881972" "0.884110819836075" "1.11970791053097"
"B" "fougb" "1.02556996259918" "0.0352071577304301" "0.957785180086149" "1.09623459194537" "0.928631247058977" "1.13832370438314" "0.907350125923684" "1.14962994873307"
"B" "lmmfv" "1.03280630255876" "0.0382180513103975" "0.965826843876719" "1.1158531443499" "0.929426428803454" "1.17031888650596" "0.906130412830744" "1.19488877300751"
"B" "reerp" "1.01386354545128" "0.0338273737623836" "0.949488055766359" "1.08152405568592" "0.912698190105843" "1.12548106379301" "0.907132798610841" "1.14204853116252"
"B" "hctpv" "1.04327797862449" "0.0357457031507237" "0.977785691913257" "1.12361637702231" "0.941875593182042" "1.16749494138605" "0.931470005812798" "1.17174722012249"
"B" "iqnpj" "1.04453435710856" "0.0465222989912712" "0.957391496560855" "1.14152003032341" "0.908617185254055" "1.19851785692012" "0.875011426232886" "1.20135495152983"
"B" "zfegf" "1.05365495530404" "0.0360029824293971" "0.985368875574781" "1.12692806877045" "0.945885824922755" "1.17734028253727" "0.92403918556198" "1.18924446482213"
"B" "matgd" "1.07311146994788" "0.0501383066612888" "0.982877054226845" "1.17921628661447" "0.934408182459742" "1.25175489037029" "0.930988717291844" "1.30371995075858"
"B" "iebld" "1.07441117425911" "0.0498755668292892" "0.99421158637892" "1.18987423717198" "0.954713070546809" "1.24846138870667" "0.946361389998668" "1.2842816001143"
"B" "djota" "0.992970267400403" "0.0309343261141344" "0.932428860518374" "1.05504396549699" "0.898219811781218" "1.09275874703236" "0.886529662049593" "1.11462740449482"
"B" "lgvzk" "0.935787828777601" "0.0371554589239121" "0.85639821441569" "1.00007905266207" "0.819770358746877" "1.03785297503817" "0.803710076189961" "1.04715394654732"
"B" "jelgm" "0.964059628108917" "0.0318230139147862" "0.894093667280731" "1.01802956697919" "0.866178154264994" "1.04751610851792" "0.839954646643275" "1.05419441906906"
"B" "etzbl" "1.04160703708707" "0.0410966421597405" "0.966151893441574" "1.12876161378732" "0.926486387173677" "1.18221286527672" "0.909864215128281" "1.21340722117604"
"B" "pufan" "1.022124521769" "0.0381554720269833" "0.950088834859546" "1.10177235821914" "0.907231351266586" "1.15601440531218" "0.901203607983016" "1.16156940030628"
"B" "kdbhd" "0.970759404188094" "0.0315423475846487" "0.906776131146099" "1.03128657512782" "0.867977811922872" "1.07144569136005" "0.86371687790391" "1.10441264162596"
"B" "qusnn" "1.09834673128682" "0.0544648526985974" "1.00678512673146" "1.21906040240475" "0.960824360851979" "1.28697046311601" "0.940589565445551" "1.32425452881794"
"B" "hapfq" "1.01401705905417" "0.034192438986419" "0.948566359314779" "1.08206472893362" "0.9127138510782" "1.13588243804019" "0.902938966345731" "1.15828205913618"
"B" "hvffs" "1.00654557724902" "0.0509681063360853" "0.905032465877371" "1.11056693019438" "0.861046840966215" "1.17536913800626" "0.85607433307302" "1.20182488283932"
"B" "vdvms" "0.964588270657299" "0.0445558886330738" "0.874761314425165" "1.05129134448352" "0.829668218017887" "1.10248401058566" "0.8091910410274" "1.11147509483393"
"B" "kgcrf" "1.0164295801954" "0.03817920696869" "0.943142796389378" "1.09496078000124" "0.906597005325449" "1.14650556961879" "0.885695722017929" "1.16215891788133"
"B" "rfyjm" "1.10798272607034" "0.0594428648777354" "0.997952614327564" "1.2343776751972" "0.947660160992255" "1.29481405338445" "0.934312249597559" "1.32583938667144"
"B" "zbbvn" "1.04795386401784" "0.0335564844555937" "0.985356120472256" "1.11891317983852" "0.960838590553456" "1.17759075246825" "0.953331735043559" "1.20229356812856"
"B" "aubmy" "0.989663394422384" "0.0330780231666466" "0.924406244559382" "1.05371661450409" "0.873903456877642" "1.09304792435709" "0.86268847292031" "1.10419043846088"
"B" "uedqa" "0.961902246650172" "0.0419631085319238" "0.88099042928945" "1.04391347982859" "0.839663981567209" "1.09071272380159" "0.827097951907275" "1.11047507575641"
"B" "xppru" "0.994368949937755" "0.0337857137661407" "0.928607469352177" "1.06024131373065" "0.891265419588683" "1.0984025757302" "0.875208366594643" "1.10840275165912"
"B" "wvuba" "0.945356292916217" "0.0352764346683417" "0.87523186784183" "1.00893946154135" "0.826012605027203" "1.0442479821947" "0.813676687043084" "1.04954616543026"
"B" "mtosw" "1.01855319137463" "0.0481129630150935" "0.933883927494097" "1.12532140367914" "0.863936797986001" "1.20137136288139" "0.822661082729567" "1.23266666787071"
"B" "aevfe" "1.04154246314917" "0.0469478765027733" "0.955651253617493" "1.13826908998203" "0.915087222156167" "1.19331890495729" "0.898485412468004" "1.22158453483683"
"B" "myyye" "0.987695851995071" "0.0316082871589467" "0.924453328146639" "1.05054372723891" "0.884136840606595" "1.08513312574417" "0.872917141910726" "1.0981871431596"
"B" "gwcxo" "1.04361264126661" "0.0433792146592534" "0.963908292094458" "1.13663846180895" "0.922971938666887" "1.20281766247172" "0.917690919209235" "1.22911095050853"
"B" "rhvty" "1.11260108718909" "0.0710470308147046" "0.994642625229678" "1.26804014439992" "0.947812978164883" "1.37145915123309" "0.926218329303658" "1.4609383411827"
"B" "gnywd" "1.00770885596361" "0.0422371412626154" "0.926713884122306" "1.08835440203242" "0.866623213040681" "1.13775345129852" "0.857766736477015" "1.1626665256865"
"B" "lbglu" "1.05114879946317" "0.0426895417238086" "0.967005488703887" "1.13662881369828" "0.930184453847412" "1.17980845833765" "0.915984130051992" "1.19068212298262"
"B" "cwzfx" "0.965906078615803" "0.0318827898419504" "0.897831067911951" "1.02580635747499" "0.847072044440249" "1.06000681072542" "0.83853906986024" "1.06670386128307"
"B" "zyqar" "0.966523258215163" "0.0298613298793925" "0.905889957063342" "1.02239011350398" "0.87771819054691" "1.06398906238615" "0.858839809060409" "1.07049287947216"
"B" "luwtc" "0.954961518921957" "0.0482153078298138" "0.860666172802156" "1.04982801262918" "0.799387121657775" "1.0980951114856" "0.77008123290229" "1.13601155342833"
"B" "hozbu" "1.02400348932481" "0.0296574207350959" "0.97399604877621" "1.08983973492028" "0.950710580071647" "1.13566230233188" "0.937663129519025" "1.15101858884831"
"B" "uuqrl" "0.980919718964273" "0.0379723702961232" "0.90502278236744" "1.05390880672433" "0.861063482723931" "1.09468658564665" "0.847416592990251" "1.13860492421646"
"B" "vajxn" "1.04588524587448" "0.0424680426604347" "0.963941025346119" "1.13338120920091" "0.916562942218359" "1.18707584566443" "0.906981942221767" "1.19658503555544"
"B" "fmdso" "1.01002103551383" "0.0285337636402087" "0.957378729379405" "1.07183208851571" "0.926125119733914" "1.10557580700262" "0.913397108512218" "1.11522527251755"
"B" "mytri" "1.01220700049612" "0.042228964318084" "0.932908660309745" "1.10054585869835" "0.887686307207498" "1.14423669070195" "0.848932053358731" "1.16789877836935"
"B" "vqsmg" "0.983271302706233" "0.0475268419390164" "0.894179299772554" "1.07881955782115" "0.843058842449893" "1.1312372806496" "0.83469293036465" "1.15744724816871"
"B" "xlnud" "1.00364350360712" "0.0304212176005875" "0.946312857917464" "1.06535504280124" "0.913085726925244" "1.10352144511349" "0.906079247106292" "1.11053188979305"
"B" "ticit" "1.02584223256642" "0.0390308824780882" "0.950226153573694" "1.10324830796782" "0.905789000384678" "1.14555713078034" "0.881677604187859" "1.18179133930876"
"B" "mtwtj" "1.01202252151" "0.0425025194649483" "0.930053507382441" "1.10126016468268" "0.877173056591989" "1.14081385530832" "0.847865819390811" "1.1465730040991"
"B" "pvakm" "0.991146972659357" "0.0322579519056759" "0.930462286313427" "1.05959924889944" "0.904591970441957" "1.11267125961738" "0.893494365086407" "1.11972511848119"
